id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,P19_LOG,P19_RP_SDB,P19_RP_CCCOLL,P19_RP_CCIND,P19_RP_CINDELEC,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2018-923357,2018-04-19,1.0,69384,160.0,227.0,4.0,sols,841900.0,45.780783,4.835635,0,1,69,1,0,2018,2,2018_Q2,POINT (4.835635 45.780783),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,3708.8105726872245,4,3682.121417314344,885.5427569078008,303,18,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,1,1,1830.99190706674,1497.05689420301,211.026076615299,869.496935711452,451.405567373941,00760,69384,690841,6938401,H,1963.40214635875,476.729734433719,1204.70676615148,281.965645773555,1500.81666568807,206.542526668483,462.58548067068,0.7643959585515514,0.1051962416622233,69384,626.8252073158405
2018-925057,2018-07-11,1.0,69384,0.0,74.0,3.0,0,400000.0,45.779477,4.837158,1,1,69,1,1,2018,3,2018_Q3,POINT (4.837158 45.779477),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,5405.405405405405,7,4464.19611131442,1049.8343416310945,303,23,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,1,1,1830.99190706674,1497.05689420301,211.026076615299,869.496935711452,451.405567373941,00760,69384,690841,6938401,H,1963.40214635875,476.729734433719,1204.70676615148,281.965645773555,1500.81666568807,206.542526668483,462.58548067068,0.7643959585515514,0.1051962416622233,69384,684.2211168749756
2019-996571,2019-04-19,1.0,69384,112.0,90.0,5.0,sols,519000.0,45.781356,4.838737,0,1,69,1,0,2019,2,2019_Q2,POINT (4.838737 45.781356),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,5766.666666666667,4,4495.978700906771,1327.8308440985052,303,11,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,1,1,1830.99190706674,1497.05689420301,211.026076615299,869.496935711452,451.405567373941,00760,69384,690841,6938401,H,1963.40214635875,476.729734433719,1204.70676615148,281.965645773555,1500.81666568807,206.542526668483,462.58548067068,0.7643959585515514,0.1051962416622233,69384,875.5159784913643
2019-997480,2019-05-27,1.0,69384,373.0,120.0,3.0,sols,385000.0,45.781571,4.835772,0,1,69,1,0,2019,2,2019_Q2,POINT (4.835772 45.781571),17647,['M̩tropole de Lyon'],693840102,Boucle Louis Thevene,boucle louis thevenet,3208.3333333333335,5,4495.978700906771,1327.8308440985052,303,11,1806.0,1520.0,72.0,213.0,73.0,1664.0,609.0,878.0,26220,1,1,1830.99190706674,1497.05689420301,211.026076615299,869.496935711452,451.405567373941,00760,69384,690841,6938401,H,1963.40214635875,476.729734433719,1204.70676615148,281.965645773555,1500.81666568807,206.542526668483,462.58548067068,0.7643959585515514,0.1051962416622233,69384,660.5977426209914
2017-487758,2017-11-21,1.0,69384,409.0,69.0,3.0,sols,463000.0,45.778026,4.817417,0,1,69,1,0,2017,4,2017_Q4,POINT (4.817417 45.778026),28442,['M̩tropole de Lyon'],693840402,Flammarion Bon,flammarion bony,6710.144927536232,11,4443.1975911561285,2363.6241334980455,80,4,1060.0,978.0,27.0,55.0,19.0,1034.0,289.0,679.0,22460,1,1,1061.49485434884,934.254886005015,497.05606419523,266.897184742868,215.787822101629,00760,69384,690871,6938404,H,1066.5830796294,174.665709857224,603.799326450877,288.118043321297,825.610627746577,79.7644928427555,240.972451882821,0.7740706218904652,0.07478507241130326,69384,773.0236718089965
2017-487248,2017-11-03,1.0,69385,470.0,74.0,4.0,sols,310000.0,45.751463,4.804995,0,2,69,1,0,2017,4,2017_Q4,POINT (4.804995 45.751463),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,4189.189189189189,11,3226.8575135619067,984.1658310532148,184,7,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,0,2,1607.00878414036,1393.64383274843,936.243775832298,378.834650309558,176.30353489763,00760,69385,690911,6938504,H,1825.56478002035,375.116369549214,1109.70964109461,340.738769376526,1388.88167062701,130.24668388942,436.683109393339,0.760795610118819,0.07134596663722233,69385,1063.6038205236514
2018-923840,2018-04-26,1.0,69385,70.0,93.0,5.0,sols,300000.0,45.75531,4.802994,0,1,69,1,0,2018,2,2018_Q2,POINT (4.802994 45.75531),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,3225.8064516129034,4,3134.1915220061533,819.3950339639894,184,10,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,0,2,1607.00878414036,1393.64383274843,936.243775832298,378.834650309558,176.30353489763,00760,69385,690911,6938504,H,1825.56478002035,375.116369549214,1109.70964109461,340.738769376526,1388.88167062701,130.24668388942,436.683109393339,0.760795610118819,0.07134596663722233,69385,1039.2755453174723
2018-926459,2018-09-05,1.0,69385,333.0,126.0,5.0,sols,365000.0,45.750718,4.805823,0,1,69,1,0,2018,3,2018_Q3,POINT (4.805823 45.750718),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,2896.8253968253966,9,2819.296016708284,979.64802854796,184,14,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,0,2,1607.00878414036,1393.64383274843,936.243775832298,378.834650309558,176.30353489763,00760,69385,690911,6938504,H,1825.56478002035,375.116369549214,1109.70964109461,340.738769376526,1388.88167062701,130.24668388942,436.683109393339,0.760795610118819,0.07134596663722233,69385,1064.4325635535972
2019-1000303,2019-10-11,1.0,69385,75.0,148.0,5.0,sols,500000.0,45.755248,4.802975,0,1,69,1,0,2019,4,2019_Q4,POINT (4.802975 45.755248),17648,['M̩tropole de Lyon'],693850403,Les Castors-Les Grange,les castors-les granges,3378.3783783783783,10,3693.646671132856,1404.32299129236,184,12,1607.0,1482.0,25.0,99.0,174.0,1424.0,950.0,495.0,26710,0,2,1607.00878414036,1393.64383274843,936.243775832298,378.834650309558,176.30353489763,00760,69385,690911,6938504,H,1825.56478002035,375.116369549214,1109.70964109461,340.738769376526,1388.88167062701,130.24668388942,436.683109393339,0.760795610118819,0.07134596663722233,69385,1041.9973537453598
2019-1000259,2019-10-07,1.0,69385,225.0,110.0,3.0,sols,491300.0,45.760048,4.813207,0,1,69,1,0,2019,4,2019_Q4,POINT (4.813207 45.760048),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,4466.363636363636,10,4332.040640505422,1784.992913974409,140,10,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,388.8497051812015
2019-995568,2019-02-28,1.0,69385,473.0,160.0,6.0,sols,820010.0,45.758518,4.808969,1,1,69,1,1,2019,1,2019_Q1,POINT (4.808969 45.758518),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5125.0625,2,3924.615991953778,1446.5545744286426,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,574.4679105671228
2019-999263,2019-08-30,1.0,69385,126.0,210.0,6.0,sols,1029850.0,45.757054,4.814594,0,1,69,1,0,2019,3,2019_Q3,POINT (4.814594 45.757054),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,4904.047619047619,8,4426.8441274460865,1350.0146913346396,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,120.39874881354159
2020-952244,2020-05-19,1.0,69385,51.0,49.0,2.0,sols,170000.0,45.755765,4.812579,0,1,69,1,0,2020,2,2020_Q2,POINT (4.812579 45.755765),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,3469.387755102041,5,4127.832840395836,1953.4676360270294,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,310.47830003825885
2020-953123,2020-06-05,1.0,69385,113.0,100.0,3.0,sols,590000.0,45.756715,4.815803,0,1,69,1,0,2020,2,2020_Q2,POINT (4.815803 45.756715),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5900.0,6,4127.832840395836,1953.4676360270294,140,7,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,42.67187193364063
2021-1058427,2021-06-14,1.0,69385,0.0,50.0,3.0,0,450000.0,45.756134,4.814241,2,1,69,1,0,2021,2,2021_Q2,POINT (4.814241 45.756134),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,9000.0,6,7133.742638142515,4506.3938965748775,140,8,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,177.87274133729593
2021-1061637,2021-11-04,1.0,69385,240.0,210.0,8.0,sols,1210000.0,45.755363,4.814485,0,1,69,1,0,2021,4,2021_Q4,POINT (4.814485 45.755363),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5761.9047619047615,11,5191.8713662603395,843.4278678218344,140,5,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,224.3045114795428
2022-324525,2022-05-24,1.0,69385,290.0,120.0,5.0,sols,650000.0,45.756337,4.811492,0,1,69,1,0,2022,2,2022_Q2,POINT (4.811492 45.756337),5392,['M̩tropole de Lyon'],693850203,Loyasse-Saint-Jus,loyasse-saint-just,5416.666666666667,5,5775.976687444379,2739.8844886855727,140,10,1659.0,1532.0,19.0,108.0,147.0,1496.0,703.0,770.0,22070,1,2,1664.5090851804,1466.11898801741,510.925844412911,454.216625913512,560.53721595971,00760,69385,690891,6938502,H,1941.13015940073,440.538166222517,1265.66505376397,234.926939414239,1496.33206983465,193.947981166439,444.798089566074,0.7708561234742759,0.09991498005796533,69385,370.06285595112394
2019-994948,2019-01-28,1.0,69384,0.0,119.0,5.0,0,704500.0,45.778117,4.836518,1,1,69,1,1,2019,1,2019_Q1,POINT (4.836518 45.778117),35833,['M̩tropole de Lyon'],693840103,Commandant Arnaud-Dumont d'Urvill,commandant arnaud-dumont d'urville,5920.16806722689,1,4350.15179727947,1736.4245000166038,136,8,1752.0,1604.0,26.0,121.0,14.0,1725.0,696.0,877.0,27100,1,1,1766.99151405282,1556.67924999045,43.3373672443532,1027.13774098149,537.783438461405,00760,69384,690841,6938401,H,2294.43779248052,422.024815926124,1548.98376192589,323.429214628516,1903.62262645916,219.426707218381,390.815166021368,0.8296684410873266,0.09563419323788182,69384,534.2969236287606
2021-1060798,2021-09-10,1.0,69381,602.0,258.0,8.0,sols,1750000.0,45.77097,4.82082,0,1,69,1,0,2021,3,2021_Q3,POINT (4.82082 45.77097),26530,['M̩tropole de Lyon'],693810401,Normale-Chartreu,normale-chartreux,6782.945736434109,9,6374.419469344887,1374.4400171281131,187,11,1830.0,1646.0,63.0,121.0,36.0,1761.0,678.0,918.0,26250,1,3,1840.50032106572,1605.57935153208,307.74462272416,786.196890285664,529.459215262785,00760,69381,690701,6938104,H,2148.00095060958,531.334673294209,1244.81270656464,371.853570750734,1583.37774202649,169.822556228987,564.623208583091,0.7371401495782133,0.07906074537853122,69381,946.9102286523195
2017-484973,2017-07-05,1.0,69385,617.0,103.0,4.0,sols,450000.0,45.747124,4.785299,0,1,69,1,0,2017,3,2017_Q3,POINT (4.785299 45.747124),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4368.9320388349515,7,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2635.5449936485275
2017-485140,2017-07-18,1.0,69385,348.0,162.0,5.0,sols,558100.0,45.747412,4.78015,0,1,69,1,0,2017,3,2017_Q3,POINT (4.78015 45.747412),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3445.061728395062,7,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2991.8130853018592
2017-485526,2017-07-28,1.0,69385,568.0,132.0,5.0,sols,564400.0,45.749796,4.77874,0,1,69,1,0,2017,3,2017_Q3,POINT (4.77874 45.749796),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4275.757575757576,7,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,3013.096629621214
2017-485768,2017-08-16,1.0,69385,387.0,166.0,6.0,sols,700300.0,45.748507,4.782241,0,1,69,1,0,2017,3,2017_Q3,POINT (4.782241 45.748507),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4218.674698795181,8,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2797.2950327958206
2017-486662,2017-09-15,1.0,69385,732.0,113.0,4.0,sols,479000.0,45.747464,4.780823,0,1,69,1,0,2017,3,2017_Q3,POINT (4.780823 45.747464),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4238.938053097345,9,3886.510230571575,1606.4498088884723,125,7,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2940.980639063929
2017-487218,2017-10-31,1.0,69385,638.0,174.0,4.0,sols,651400.0,45.750322,4.782351,0,1,69,1,0,2017,4,2017_Q4,POINT (4.782351 45.750322),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3743.67816091954,10,4171.779783899571,3398.3842243174154,125,4,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2727.430104525632
2018-922749,2018-03-15,1.0,69385,873.0,141.0,5.0,sols,611100.0,45.747364,4.783025,0,1,69,1,0,2018,1,2018_Q1,POINT (4.783025 45.747364),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,4334.04255319149,3,3231.8569203043053,1935.3138285887437,125,5,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2786.539809360072
2018-923351,2018-04-11,1.0,69385,806.0,143.0,6.0,sols,451250.0,45.747455,4.783117,0,1,69,1,0,2018,2,2018_Q2,POINT (4.783117 45.747455),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3155.5944055944055,4,3093.254381982127,1506.554650493407,125,10,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2776.0601061827533
2018-924605,2018-06-22,1.0,69385,493.0,177.0,6.0,sols,590000.0,45.751318,4.78464,0,1,69,1,0,2018,2,2018_Q2,POINT (4.78464 45.751318),13370,['M̩tropole de Lyon'],693850504,La Plaine Charco,la plaine charcot,3333.3333333333335,6,3093.254381982127,1506.554650493407,125,10,1339.0,1268.0,8.0,62.0,594.0,744.0,916.0,345.0,27890,0,1,1338.00748382978,1249.13694490963,606.213610529029,454.892433843608,198.156251825376,00760,69385,690921,6938505,H,1949.02071182213,398.224445490472,1184.05559370085,366.740672630805,1456.48233309315,144.620623792352,492.538378728985,0.7472893049615116,0.07420168647522832,69385,2526.961499230681
